combo,complexity_nii_6584_ew,complexity_halpha_ew,complexity_oiii_5007_ew,complexity_hbeta_ew,r2_nii_6584_ew,r2_halpha_ew,r2_oiii_5007_ew,r2_hbeta_ew,mse_test_nii_6584_ew,mse_test_halpha_ew,mse_test_oiii_5007_ew,mse_test_hbeta_ew,mse_total
43-38-42-46,43,38,42,46,0.5397072434425354,0.7485301494598389,0.591460645198822,0.7224181890487671,0.05441051449632982,0.05588305384379626,0.1118679374971305,0.05070382356115253,0.27286532939840913
43-38-42-45,43,38,42,45,0.5397072434425354,0.7485301494598389,0.591460645198822,0.7223343849182129,0.05441051449632982,0.05588305384379626,0.1118679374971305,0.05070569214389931,0.2728671979811559
43-38-45-47,43,38,45,47,0.5397072434425354,0.7485301494598389,0.5916415452957153,0.7224698066711426,0.05441051449632982,0.05588305384379626,0.11187849624163723,0.05069536310302376,0.27286742768478706
43-38-41-47,43,38,41,47,0.5397072434425354,0.7485301494598389,0.5914580821990967,0.7224698066711426,0.05441051449632982,0.05588305384379626,0.11187993661528238,0.05069536310302376,0.27286886805843225
43-38-42-42,43,38,42,42,0.5397072434425354,0.7485301494598389,0.591460645198822,0.722253680229187,0.05441051449632982,0.05588305384379626,0.1118679374971305,0.05070912425734517,0.2728706300946018
47-38-40-41,47,38,40,41,0.5404226183891296,0.7485301494598389,0.5910818576812744,0.7221635580062866,0.05446128695712334,0.05588305384379626,0.11180201702923849,0.05072549665690676,0.27287185448706486
43-38-45-46,43,38,45,46,0.5397072434425354,0.7485301494598389,0.5916415452957153,0.7224181890487671,0.05441051449632982,0.05588305384379626,0.11187849624163723,0.05070382356115253,0.27287588814291586
43-38-41-46,43,38,41,46,0.5397072434425354,0.7485301494598389,0.5914580821990967,0.7224181890487671,0.05441051449632982,0.05588305384379626,0.11187993661528238,0.05070382356115253,0.272877328516561
43-38-45-45,43,38,45,45,0.5397072434425354,0.7485301494598389,0.5916415452957153,0.7223343849182129,0.05441051449632982,0.05588305384379626,0.11187849624163723,0.05070569214389931,0.2728777567256626
43-38-41-45,43,38,41,45,0.5397072434425354,0.7485301494598389,0.5914580821990967,0.7223343849182129,0.05441051449632982,0.05588305384379626,0.11187993661528238,0.05070569214389931,0.27287919709930775
