seed,p_energy,p_wasserstein,d_ks2d,d_kl
17209,0.06035,0.09,0.11499999999999999,0.5308253972887995
19928,0.05557500000000001,0.075,0.112,0.5532257208266764
13952,0.055475000000000003,0.05,0.12300000000000003,0.5500732221920814
19319,0.06942500000000001,0.125,0.127,0.5360727174942296
13800,0.053275,0.015,0.1385,0.5565196636283835
10108,0.05277500000000001,0.01,0.1425,0.5478273271511873
19254,0.05375,0.025,0.11599999999999999,0.5507939632632386
17497,0.058350000000000006,0.01,0.143,0.5336652366438002
17438,0.05260000000000001,0.02,0.11900000000000002,0.5309009524771264
10675,0.06210000000000001,0.06,0.10400000000000001,0.5456232616602833
13193,0.05575,0.03,0.13649999999999998,0.5509916040358458
12942,0.055175,0.11,0.12700000000000003,0.5336522674883077
15156,0.05875000000000001,0.24,0.122,0.543103406546242
14531,0.05732500000000001,0.045,0.13799999999999998,0.544138844921582
12435,0.05492500000000001,0.21,0.12000000000000002,0.5411063685372555
15338,0.059375,0.055,0.1295,0.5325341637767951
19410,0.06180000000000001,0.045,0.133,0.5452266541202708
19363,0.0632,0.17,0.11449999999999999,0.5441149922772428
18406,0.060250000000000005,0.01,0.12200000000000001,0.5414011091382729
18330,0.056475,0.06,0.12399999999999997,0.5503734871483533
17655,0.05707500000000001,0.03,0.1205,0.5650949717616713
15312,0.06432500000000001,0.035,0.123,0.5422478610647337
14580,0.062475,0.22,0.129,0.5401217138149188
17041,0.05625,0.065,0.11499999999999999,0.5286626318002866
19784,0.06517500000000001,0.02,0.12199999999999998,0.5475894951979932
13556,0.057725000000000005,0.04,0.13050000000000003,0.535086319387924
18912,0.052125000000000005,0.06,0.13,0.519316626302734
11525,0.059925,0.075,0.1255,0.5380792581787546
13452,0.072675,0.135,0.105,0.5293670371796799
17749,0.062775,0.02,0.11850000000000001,0.5421914375433214
18162,0.063625,0.015,0.1235,0.5528439674883886
12086,0.063075,0.035,0.1285,0.5430029304338608
14911,0.062325,0.005,0.13449999999999998,0.567164052379457
15794,0.052324999999999997,0.125,0.12749999999999997,0.5382630846026673
14432,0.05540000000000001,0.08,0.12400000000000003,0.5754033372528242
15355,0.059050000000000005,0.01,0.13550000000000004,0.5431559353446465
13006,0.062725,0.04,0.11299999999999999,0.5461612212472046
